brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11,Woody,Floral,Arabian,Spicy,Oriental,Fruity,Fresh,Citrus,Vanilla,Musk,Aromatic,Jasmine,Rose,Sandalwood,Clean
CHOPARD,Happy Spirit,155.0,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",0,2.0,0.1663702056698165,5,Amber,Musk,Cashmere Wood,,,,,,,,,,Honeysuckle,Osmanthus,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COACH,New York,183.95,EDP,Women,Fruity,Suede Musk Sandalwood Cashmeran,Turkish Rose Gardenia Cyclamen,0,2.0,0.1985547526403557,3,Suede Musk S,alwood Cashmeran,,,,,,,,,,,Turkish Rose Gardenia Cyclamen,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BOUCHERON,Place Vendome,177.9,EDP,Women,Floral,Cedar and Sensual Benzoin,"Jasmine Petals, Peony, Creamy Honey",0,2.0,0.191828793774319,5,Cedar,Sensual Benzoin,,,,,,,,,,,Jasmine Petals,Peony,Creamy Honey,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CARTIER,Declaration D'Un Soir,213.0,EDT,Men,Spicy,Sandalwood,Rose and Nutmeg,1,1.0,0.2308504724847137,4,Salwood,Sandalwood,,,,,,,,,,,Rose,Nutmeg,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHANEL,Allure Homme Sport EDT For,423.0,EDT,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",1,1.0,0.4643135075041689,7,Tonka Bean,Atlas Cedar,Vetiver,White Musk  Pepper,,,,,,,,,Cedar,Neroli,Pepper,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DAVIDOFF,Leather Blend,224.85,EDP,Unisex,Spicy,"Leather,Papyrus",Rose and Amber,2,2.0,0.2440244580322401,4,Leather,Papyrus,,,,,,,,,,,Rose,Amber,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Al Fakhr,Shiyoukh Al Oud,8.9,EDP,Unisex,"Woody, Musky","Sandalwood, Cedarwood","Black Pepper, Cardamom",2,2.0,0.0039466370205669,5,Salwood,Sandalwood,Cedarwood,,,,,,,,,,Black Pepper,Cardamom,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolce & Gabbana,Intenso,200.35,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk and Amber","Tobacco, Hay, Moepel Accord, Clary Sage And Bran",1,2.0,0.216787103946637,10,Labdanum,Salwood,Sandalwood,Cypress,Musk,Amber,,,,,,,Tobacco,Hay,Moepel Accord,Clary Sage  Bran,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dolce & Gabbana,L'imperatrice 3,148.3,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",0,1.0,0.1589216231239577,5,Citrus Wood,Musks  S,Sandalwood,,,,,,,,,,Watermelon,Cyclamen  Jasmine,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lattafa,Oud Mood Gold Elixir,50.6,EDP,Unisex,Arabian,"Vanilla, Ambra","Lemd De Santal, Agar, Oud wood, Leather notes",2,2.0,0.0503057254030016,6,Vanilla,Ambra,,,,,,,,,,,Lemd De Santal,Agar,Oud wood,Leather notes,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Courageous,9.95,EDT,Women,Floral,"Orris Root, Musk, Vanilla","Roses, Iris",0,1.0,0.0051139521956642,5,Orris Root,Musk,Vanilla,,,,,,,,,,Roses,Iris,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikos,Sculpture Homme,58.5,EDT,Men,Floral,"Tonka bean, amber, benzoin, cedar","Jasmine, lily-of-the-valley, rose, geranium",1,1.0,0.0590883824346859,8,Tonka bean,amber,benzoin,cedar,,,,,,,,,Jasmine,lily-of-the-valley,rose,geranium,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROGER & GALLET,Open,51.5,EDT,Men,Spicy,"Tobacco, Patchouli And Vetiver",Sage And Thyme,1,1.0,0.0513062812673707,3,Tobacco,Patchouli  Vetiver,,,,,,,,,,,Sage  Thyme,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CREED,Aventus,593.3,EDP,Men,Fruity,"Oak moss, musk, ambergris, and vanilla","Rose, dry birch, Moroccan jasmine and patchouli",1,2.0,0.6536409116175652,9,Oak moss,musk,ambergris,,vanilla,,,,,,,,Rose,dry birch,Moroccan jasmine,patchouli,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACOSTE,L.12.12 Rouge,113.0,EDT,Men,Spicy,Acacia Wood,Rooibos Tea Extract (red Bush Tea),1,1.0,0.1196775986659255,2,Acacia Wood,,,,,,,,,,,,Rooibos Tea Extract (red Bush Tea),,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ajmal,Sacrifice,75.9,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",0,2.0,0.0784324624791551,4,Ambergris,Musk,,,,,,,,,,,Orange Blossom,Vanilla,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Franck Olivier,Oud Vanille,90.0,EDP,Men,Arabian,"Woody Notes, Spices, Musk, Vanilla","Rose, Violet, Jasmine, Patchouli, Incense",1,2.0,0.0941078376876042,9,Woody Notes,Spices,Musk,Vanilla,,,,,,,,,Rose,Violet,Jasmine,Patchouli,Incense,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,The Beat,150.0,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",0,2.0,0.1608115619788771,4,White Musk,Vetiver  Cedar Wood,,,,,,,,,,,Ceylon Tea,Iris  Bluebell,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmal,Sacrifice,70.0,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",0,2.0,0.0718732629238465,5,Woody,Oriental,Musky,,,,,,,,,,Floral,Musky,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Givenchy,Eau De Moiselle,183.0,EDT,Women,Floral,"Ambrette Seeds, Tonka Beans, Musk","Rose, Ylang Ylang",0,1.0,0.1974986103390772,5,Ambrette Seeds,Tonka Beans,Musk,,,,,,,,,,Rose,Ylang Ylang,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AZZARO,Chrome Legend,123.3,EDT,Men,Woody,"Cedar, Vetiver","Moss, Musk",1,1.0,0.1311284046692607,4,Cedar,Vetiver,,,,,,,,,,,Moss,Musk,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,DC,9.3,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",1,1.0,0.0043913285158421,10,Vetiver,Patchouli,Oakmoss,Musk,Salwood,Sandalwood,,,,,,,Galbanum,Rosemary,Jasmine,Coumarin,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juicy Couture,play around,126.25,EDP,Women,Floral,"Caramel, Vanilla, and Patchouli","Princess lily, Tuberose and Wild Rose",0,2.0,0.1344080044469149,7,Caramel,Vanilla,,Patchouli,,,,,,,,,Princess lily,Tuberose,Wild Rose,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COACH,New York Platinum,7.9,EDP,Men,Oriental,Patchouli and Vanilla Leather,Aromatic Accords,1,2.0,0.0028349082823791,3,Patchouli,Vanilla Leather,,,,,,,,,,,Aromatic Accords,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAROLINA HERRERA,212 Vip,160.0,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",1,1.0,0.1719288493607559,4,King Wood,Salty Amber  Tonka Beans,,,,,,,,,,,Chilled Vodka,Hot Ginger  Slice Of Apple,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mercedes-Benz,Club Black,185.0,EDT,Women,Vanilla,"Ambroxan, Benzoin, Woodsy Notes And Vanilla",Jasmine And Incense,0,1.0,0.199722067815453,4,Ambroxan,Benzoin,Woodsy Notes  Vanilla,,,,,,,,,,Jasmine  Incense,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TOMMY HILFIGER,Tommy Girl,122.95,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood And Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle And Butterfly Violets",0,1.0,0.1307392996108949,11,Desert Jasmin,Cherokee Rose,Magnolia Petals,Dakota Lilies,Cedar,Salwood,alwood  Wild Heather,,,,,,Grapefruit,Citrus Orchards,Crisp Green Notes,Honeysuckle  Butterfly Violets,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Guerlain,Vetiver,174.0,EDT,Men,Aromatic,"Vetiver, Oakmoss, Leather, Myrrh, Civet, Tonka Bean, Amber","Vetiver, Pepper, Carnation, Sage, Orris Root, Sandalwood",1,1.0,0.1874930516953863,14,Vetiver,Oakmoss,Leather,Myrrh,Civet,Tonka Bean,Amber,,,,,,Vetiver,Pepper,Carnation,Sage,Orris Root,Salwood,Sandalwood,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dior,Sauvage,208.25,EDT,Men,Spicy,"Cedar, Ambroxan","Geranium,Lavender,Elemi, Pink Pepper, Patchouli,Vetiver",1,1.0,0.2255697609783213,8,Cedar,Ambroxan,,,,,,,,,,,Geranium,Lavender,Elemi,Pink Pepper,Patchouli,Vetiver,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shirley May,Darknet Pour Homme,11.5,EDT,Men,Woody,Musk And Moss,"Anise, Cardamom And Cinnamon",1,1.0,0.0068371317398554,3,Musk  Moss,,,,,,,,,,,,Anise,Cardamom  Cinnamon,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Lady Million,158.0,EDP,Women,Floral,"Patchouli, White Honey and Amber","Jasmine, African Orange Flower and Gardenia",0,2.0,0.1697053918843802,6,Patchouli,White Honey,Amber,,,,,,,,,,Jasmine,African Orange Flower,Gardenia,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CARTIER,La Panthere,235.85,EDP,Women,Fruity,"Oakmoss, Musk, Patchouli, Leather","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",0,2.0,0.2562534741523068,9,Oakmoss,Musk,Patchouli,Leather,,,,,,,,,Gardenia,Rose,Ylang-Ylang,Orange Blossom,Pear,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DAVIDOFF,The Game,77.0,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",1,1.0,0.0796553640911617,3,Ebony Wood,,,,,,,,,,,,Iris,Woody Notes,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Ultraviolet,165.0,EDT,Men,Woody,Indonesian Patchouli And Oakmoss,Tanzanian Black Pepper And Ambergris,1,1.0,0.1774874930516954,2,Indonesian Patchouli  Oakmoss,,,,,,,,,,,,Tanzanian Black Pepper  Ambergris,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirley May,Black Car,9.95,EDT,Men,Citrus,Amber and palisander rosewood,Cedar and spicy notes,1,1.0,0.0051139521956642,5,Amber,palis,er rosewood,,,,,,,,,,Cedar,spicy notes,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Guerlain,Santal Royal,406.0,EDP,Unisex,Arabian,"Sandalwood, Leather note, Amber notes, Oud, Muscs note","Peach, Rose, Cinnamon",2,2.0,0.4454141189549749,9,Salwood,Sandalwood,Leather note,Amber notes,Oud,Muscs note,,,,,,,Peach,Rose,Cinnamon,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GUESS,Marciano,80.7,EDT,Men,Spicy,Woody And Spicy,"Spicy, Lavenday And Sage",1,1.0,0.0837687604224569,3,Woody  Spicy,,,,,,,,,,,,Spicy,Lavenday  Sage,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Estee Lauder,Modern Muse Nuit,284.8,EDP,Women,Floral,"Vanilla, Amber, Patchouli and Sandalwood","Heliotrope, Chamomile and Chinese Jasmine",0,2.0,0.3106725958866037,8,Vanilla,Amber,Patchouli,Salwood,Sandalwood,,,,,,,,Heliotrope,Chamomile,Chinese Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,My Burberry,226.65,EDP,Women,Floral,Oined with Damascus and Centifolia Rose,Freesia Flowers and Golden Quince,0,2.0,0.2460255697609783,4,Oined with Damascus,Centifolia Rose,,,,,,,,,,,Freesia Flowers,Golden Quince,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasasi,Hatem,69.25,EDP,Unisex,Spicy,"Woody, Aandal And Cedar Wood And Musk",Jasmine And Rose,2,2.0,0.0710394663702056,4,Woody,A,al  Cedar Wood  Musk,,,,,,,,,,Jasmine  Rose,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,Joy Of Pink,113.95,EDT,Women,Floral,"Musk, vanilla","Jasmine, carrot, and spicy coriander",0,1.0,0.120733740967204,7,Musk,vanilla,,,,,,,,,,,Jasmine,carrot,,spicy cori,er,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LALIQUE,Le'Parfum,143.0,EDP,Women,Oriental,"Sandalwood, Tonka Bean, Patchouli and Vanilla",Jasmine and Heliotrope,0,2.0,0.153029460811562,7,Salwood,Sandalwood,Tonka Bean,Patchouli,Vanilla,,,,,,,,Jasmine,Heliotrope,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GUCCI,Memoire  D'une Odeur EDP For Uni,349.95,EDP,Unisex,Fresh,"Sandalwood, Cedar, Vanilla","Coral Jasmine, Jasmine Petals, Musks",2,2.0,0.3831017231795441,7,Salwood,Sandalwood,Cedar,Vanilla,,,,,,,,,Coral Jasmine,Jasmine Petals,Musks,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VERSACE,Versace,137.45,EDP,Women,Fruity,"Musk, Grey Amber And Inoki Wood","Lotus, Plum, Raspberry And Lebanese Blue Cedar",0,2.0,0.1468593663146192,5,Musk,Grey Amber  Inoki Wood,,,,,,,,,,,Lotus,Plum,Raspberry  Lebanese Blue Cedar,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Oud Wood,9.9,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",2,,0.0050583657587548,10,Cedar,tobacco,patchouli,Salwood,Sandalwood,musk,,,,,,,Geranium,marigold,rose,bay leaves,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HUGO BOSS,The Scent,135.0,EDT,Men,Spicy,"Leather, Woody Notes","Lavender, Maninka",1,1.0,0.1441356309060589,4,Leather,Woody Notes,,,,,,,,,,,Lavender,Maninka,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHOPARD,Casmir,94.9,EDP,Women,Vanilla,"Amber, Woods, Musk, Patchouli, Sandalwood, Vanilla","Geranium, Jasmine, Lily-Of-The-valley",0,2.0,0.0995553085047248,10,Amber,Woods,Musk,Patchouli,Salwood,Sandalwood,Vanilla,,,,,,Geranium,Jasmine,Lily-Of-The-valley,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAROLINA HERRERA,212 Sexy,151.0,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",0,2.0,0.161923290717065,8,Cotton C,y,Musk,Salwood,Sandalwood,Vanilla,,,,,,,Gardenia,Geranium,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerlain,L'instant,262.9,EDP,Women,Vanilla,"Vanilla, Benzoin, Musk and Amber","Magnolia, Sambac Jasmine, Ylang-Ylang and Iris",0,2.0,0.286325736520289,8,Vanilla,Benzoin,Musk,Amber,,,,,,,,,Magnolia,Sambac Jasmine,Ylang-Ylang,Iris,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BVLGARI,Rose Essentielle,274.9,EDP,Women,Floral,Sandalwood And Patchouli,Blackberry Are Softened With Delicate Violet And Jasmine Trace,0,2.0,0.2996664813785435,3,Salwood,alwood  Patchouli,,,,,,,,,,,Blackberry Are Softened With Delicate Violet  Jasmine Trace,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parfums Gres,Cabotine De Gres,78.0,EDP,Women,Floral,"Patchouli, Sandalwood And Musk","Ginger, Lily, Tubereuse And Wild Hyacinth",0,2.0,0.0807670928293496,6,Patchouli,Salwood,alwood  Musk,,,,,,,,,,Ginger,Lily,Tubereuse  Wild Hyacinth,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancome,Magie Noire L'eau,401.0,EDT,Women,Woody,"Amber, Sandalwood and Patchouli",Jasmine and Ylang-Ylang,0,1.0,0.4398554752640355,6,Amber,Salwood,Sandalwood,Patchouli,,,,,,,,,Jasmine,Ylang-Ylang,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,CK Be,110.0,EDT,Unisex,Spicy,"Sandalwood, Amber, Cedar and Oakmoss","Green Grass, Magnolia, Orchid, Freesia, Peach and Jasmine",2,1.0,0.1163424124513618,11,Salwood,Sandalwood,Amber,Cedar,Oakmoss,,,,,,,,Green Grass,Magnolia,Orchid,Freesia,Peach,Jasmine,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Boss,105.0,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",1,1.0,0.1107837687604224,6,Salwood,Sandalwood,Vetiver,Cedarwood  Vanilla,,,,,,,,,Geranium,Cinnamon  Cloves,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Jacobs,Daisy Eau So Fresh,179.4,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",0,1.0,0.1934963868816009,8,Musk,Plum,Cedarwood,,,,,,,,,,Violet,Wild Rose,Apple Blossom,Lychee,Jasmine Petals,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COACH,New York Coach Dreams,201.75,EDP,Women,Floral,Joshua Tree And Ambroxan,Gardenias And Cactus Flowers,0,2.0,0.2183435241801,2,Joshua Tree  Ambroxan,,,,,,,,,,,,Gardenias  Cactus Flowers,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolce & Gabbana,Intenso,194.5,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk, Amber","Hay, Moepel Accord, Bran, Clary Sage",1,2.0,0.2102834908282379,10,Labdanum,Salwood,Sandalwood,Cypress,Musk,Amber,,,,,,,Hay,Moepel Accord,Bran,Clary Sage,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GUESS,Marciano,76.8,EDP,Women,Citrus,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",0,2.0,0.0794330183435241,6,Musk,Vanilla,Woody Notes,,,,,,,,,,Peony,Jasmine,Honeysuckle,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Remy Marquis,Shalis,50.35,EDP,Men,Fruity,"Nutmeg, Oakmoss And Sandalwood",Lavender And Basil,1,2.0,0.0500277932184547,4,Nutmeg,Oakmoss  S,Sandalwood,,,,,,,,,,Lavender  Basil,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LANVIN PARIS,Rumeur 2 Rose,106.85,EDP,Women,Floral,"Patchouli, Amber And Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia And Honeysuckle",0,2.0,0.11284046692607,7,Patchouli,Amber  Musk,,,,,,,,,,,Lily Of The Valley,Jasmine,False Jasmine,Rose,Magnolia  Honeysuckle,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,cavali,115.0,EDP,Men,Arabian,"Roasted Tonka Grain, Laos Benzoin","Orange Blossom Extract, Mirabelle Plum",1,2.0,0.1219010561423012,4,Roasted Tonka Grain,Laos Benzoin,,,,,,,,,,,Orange Blossom Extract,Mirabelle Plum,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,Florence Amber,209.9,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",0,2.0,0.2274041133963313,5,Honey,Patchouli,,,,,,,,,,,Quince,Gardenia,Cashmirwood,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CARON,De Caron,178.0,EDT,Men,Fresh,Musk,Vanille,1,1.0,0.1919399666481378,2,Musk,,,,,,,,,,,,Vanille,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paris Hilton,Heiress,151.0,EDP,Women,Fruity,"Violet Leaf, Tahiti Tonka, Light Wood","Jasmine, Tiare Lily, Delightfully Sweet Ylang-Ylang, Honeysuckle, Grenadine",0,2.0,0.161923290717065,8,Violet Leaf,Tahiti Tonka,Light Wood,,,,,,,,,,Jasmine,Tiare Lily,Delightfully Sweet Ylang-Ylang,Honeysuckle,Grenadine,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAROLINA HERRERA,212 VIP,190.0,EDP,Women,Arabian,"Vanille, Tonka Bean","Musk, Gardenia",0,2.0,0.2052807115063924,4,Vanille,Tonka Bean,,,,,,,,,,,Musk,Gardenia,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,L.12.12 Blanc,89.95,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver",Ylang,1,1.0,0.0940522512506948,5,Virginia Cedar,Leather,Suede,Vetiver,,,,,,,,,Ylang,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,My Burberry,179.0,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",0,2.0,0.1930516953863257,4,Amber,Patchouli,,,,,,,,,,,Peach,Rose,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Love You Like Crazy,7.25,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",0,1.0,0.0021122846025569,7,Patchouli,musk,vanilla,amber,,,,,,,,,Peony,jasmine,lily,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUSSARDI,Extreme,127.95,EDT,Men,Woody,Vetiver and Patchouli,"Fruity-Gourmand, Dark Plum and Powdery Iris",1,1.0,0.1362979433018343,6,Vetiver,Patchouli,,,,,,,,,,,Fruity-Gourm,,Dark Plum,Powdery Iris,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Versace Pour Homme,163.55,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",1,1.0,0.1758754863813229,4,Amber,Tonka Beans  Musk,,,,,,,,,,,Geranium,Clary Sage  Blue Hyacinth,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MING NA,Beibei Bear Blue Par,20.9,EDP,Kids Unisex,Floral,"Patchouli, Earthy, Dry Amber","Sandalwood, Peppery, Lavender",2,2.0,0.0172873818788215,7,Patchouli,Earthy,Dry Amber,,,,,,,,,,Salwood,Sandalwood,Peppery,Lavender,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,Paradiso,165.0,EDP,Women,Woody,"Pine Tree, Cypress and Laurels",Jasmine,0,2.0,0.1774874930516954,4,Pine Tree,Cypress,Laurels,,,,,,,,,,Jasmine,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LALIQUE,Encre Noire,140.0,EDT,Men,Woody,Sandalwood,Lemongrass,1,1.0,0.1496942745969983,3,Salwood,Sandalwood,,,,,,,,,,,Lemongrass,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZZARO,Visit,106.0,EDT,Men,Woody,"Gray Amber, And Musk","Lebanese Cedar, Guaiac Tree, And Incense",1,1.0,0.1118954974986103,5,Gray Amber,Musk,,,,,,,,,,,Lebanese Cedar,Guaiac Tree,Incense,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Escape,96.25,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss and Vetiver","Rosemary, Cypress, Fir, Sage, Birch and Sea notes",1,1.0,0.1010561423012784,12,Salwood,Sandalwood,Amber,Patchouli,Oakmoss,Vetiver,,,,,,,Rosemary,Cypress,Fir,Sage,Birch,Sea notes,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Beauty,106.45,EDP,Women,Floral,Cedarwood,Jasmine,0,2.0,0.1123957754307948,2,Cedarwood,,,,,,,,,,,,Jasmine,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUESS,Guess,103.6,EDT,Women,Woody,"Australian Sandalwood, Musk and Vanilla","Peony, Violet and Jasmine",0,1.0,0.1092273485269594,7,Australian S,Sandalwood,Musk,Vanilla,,,,,,,,,Peony,Violet,Jasmine,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Bottled Intense,157.85,EDP,Men,Spicy,"Sandalwood, Cedar, Vetiver, Vanilla","Geranium, Cloves, Cinnamon",1,2.0,0.169538632573652,8,Salwood,Sandalwood,Cedar,Vetiver,Vanilla,,,,,,,,Geranium,Cloves,Cinnamon,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rasasi,Royale,43.25,EDT,Men,Spicy,Aromatic Scents,Delicate Musk Fragrance,1,1.0,0.0421345191773207,2,Aromatic Scents,,,,,,,,,,,,Delicate Musk Fragrance,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
